"ID","地名","属性","形状","緯度","経度","緯度2","経度2","出典","出典詳細","備考"
971,"霜知",3,1,,,,,"大日本地名辞書","郡",
972,"増毛郡",3,1,,,,,"大日本地名辞書","郡",
973,"足羽郡",3,1,,,,,"大日本地名辞書","郡",
974,"足寄郡",3,1,,,,,"大日本地名辞書","郡",
975,"足柄郡",3,1,,,,,"大日本地名辞書","郡",
976,"足利郡",3,1,,,,,"大日本地名辞書","郡",
977,"速見郡",3,1,,,,,"大日本地名辞書","郡",
978,"多可郡",3,1,,,,,"大日本地名辞書","郡",
979,"多賀郡",3,1,,,,,"大日本地名辞書","郡",
980,"多気郡",3,1,,,,,"大日本地名辞書","郡",
981,"多紀郡",3,1,,,,,"大日本地名辞書","郡",
982,"多摩郡",3,1,,,,,"大日本地名辞書","郡",
983,"多野郡",3,1,,,,,"大日本地名辞書","郡",
984,"太櫓郡",3,1,,,,,"大日本地名辞書","郡",
985,"大原郡",3,1,,,,,"大日本地名辞書","郡",
986,"大坂",3,1,,,,,"大日本地名辞書","郡",
987,"大沼郡",3,1,,,,,"大日本地名辞書","郡",
988,"大川郡",3,1,,,,,"大日本地名辞書","郡",
989,"大津郡",3,1,,,,,"大日本地名辞書","郡",
990,"大庭郡",3,1,,,,,"大日本地名辞書","郡",
991,"大島郡",3,1,,,,,"大日本地名辞書","郡",
992,"大泊支庁区",3,1,,,,,"大日本地名辞書","郡",
993,"大飯郡",3,1,,,,,"大日本地名辞書","郡",
994,"大分郡",3,1,,,,,"大日本地名辞書","郡",
995,"大野郡",3,1,,,,,"大日本地名辞書","郡",
996,"大里郡",3,1,,,,,"大日本地名辞書","郡",
997,"丹羽郡",3,1,,,,,"大日本地名辞書","郡",
998,"丹生郡",3,1,,,,,"大日本地名辞書","郡",
999,"胆沢郡",3,1,,,,,"大日本地名辞書","郡",
1000,"知多郡",3,1,,,,,"大日本地名辞書","郡",
1001,"知夫郡",3,1,,,,,"大日本地名辞書","郡",
1002,"置賜郡",3,1,,,,,"大日本地名辞書","郡",
1003,"築城郡",3,1,,,,,"大日本地名辞書","郡",
1004,"竹野郡",3,1,,,,,"大日本地名辞書","郡",
1005,"筑紫郡",3,1,,,,,"大日本地名辞書","郡",
1006,"筑波郡",3,1,,,,,"大日本地名辞書","郡",
1007,"秩父郡",3,1,,,,,"大日本地名辞書","郡",
1008,"中河内郡",3,1,,,,,"大日本地名辞書","郡",
1009,"中蒲原郡",3,1,,,,,"大日本地名辞書","郡",
1010,"中巨麻郡",3,1,,,,,"大日本地名辞書","郡",
1011,"中魚沼郡",3,1,,,,,"大日本地名辞書","郡",
1012,"中郡",3,1,,,,,"大日本地名辞書","郡",
1013,"中項",3,1,,,,,"大日本地名辞書","郡",
1014,"中新川郡",3,1,,,,,"大日本地名辞書","郡",
1015,"中川郡",3,1,,,,,"大日本地名辞書","郡",
1016,"中津軽郡",3,1,,,,,"大日本地名辞書","郡",
1017,"中島郡",3,1,,,,,"大日本地名辞書","郡",
1018,"中頭",3,1,,,,,"大日本地名辞書","郡",
1019,"中頸城郡",3,1,,,,,"大日本地名辞書","郡",
1020,"仲多度郡",3,1,,,,,"大日本地名辞書","郡",
1021,"朝倉郡",3,1,,,,,"大日本地名辞書","郡",
1022,"朝来郡",3,1,,,,,"大日本地名辞書","郡",
1023,"長岡郡",3,1,,,,,"大日本地名辞書","郡",
1024,"長生郡",3,1,,,,,"大日本地名辞書","郡",
1025,"直入郡",3,1,,,,,"大日本地名辞書","郡",
1026,"津軽郡",3,1,,,,,"大日本地名辞書","郡",
1027,"津高郡",3,1,,,,,"大日本地名辞書","郡",
1028,"津名郡",3,1,,,,,"大日本地名辞書","郡",
1029,"綴喜郡",3,1,,,,,"大日本地名辞書","郡",
1030,"哲多郡",3,1,,,,,"大日本地名辞書","郡",
1031,"天塩郡",3,1,,,,,"大日本地名辞書","郡",
1032,"天草郡",3,1,,,,,"大日本地名辞書","郡",
1033,"天田郡",3,1,,,,,"大日本地名辞書","郡",
1034,"添上郡",3,1,,,,,"大日本地名辞書","郡",
1035,"田川郡",3,1,,,,,"大日本地名辞書","郡",
1036,"田村郡",3,1,,,,,"大日本地名辞書","郡",
1037,"田方郡",3,1,,,,,"大日本地名辞書","郡",
1038,"登米郡",3,1,,,,,"大日本地名辞書","郡",
1039,"都宇郡",3,1,,,,,"大日本地名辞書","郡",
1040,"都賀郡",3,1,,,,,"大日本地名辞書","郡",
1041,"都筑郡",3,1,,,,,"大日本地名辞書","郡",
1042,"都濃郡",3,1,,,,,"大日本地名辞書","郡",
1043,"都留郡",3,1,,,,,"大日本地名辞書","郡",
1044,"度会郡",3,1,,,,,"大日本地名辞書","郡",
1045,"土岐郡",3,1,,,,,"大日本地名辞書","郡",
1046,"土佐郡",3,1,,,,,"大日本地名辞書","郡",
1047,"島根郡",3,1,,,,,"大日本地名辞書","郡",
1048,"島尻",3,1,,,,,"大日本地名辞書","郡",
1049,"島牧郡",3,1,,,,,"大日本地名辞書","郡",
1050,"東宇和郡",3,1,,,,,"大日本地名辞書","郡",
1051,"東葛飾郡",3,1,,,,,"大日本地名辞書","郡",
1052,"東蒲原郡",3,1,,,,,"大日本地名辞書","郡",
1053,"東京",3,1,,,,,"大日本地名辞書","郡",
1054,"東山梨郡",3,1,,,,,"大日本地名辞書","郡",
1055,"東春日井郡",3,1,,,,,"大日本地名辞書","郡",
1056,"東諸県郡",3,1,,,,,"大日本地名辞書","郡",
1057,"東成郡",3,1,,,,,"大日本地名辞書","郡",
1058,"東村山郡",3,1,,,,,"大日本地名辞書","郡",
1059,"東置賜郡",3,1,,,,,"大日本地名辞書","郡",
1060,"東筑摩郡",3,1,,,,,"大日本地名辞書","郡",
1061,"東津軽郡",3,1,,,,,"大日本地名辞書","郡",
1062,"東田川郡",3,1,,,,,"大日本地名辞書","郡",
1063,"東伯郡",3,1,,,,,"大日本地名辞書","郡",
1064,"東白川郡",3,1,,,,,"大日本地名辞書","郡",
1065,"東八代郡",3,1,,,,,"大日本地名辞書","郡",
1066,"東磐井郡",3,1,,,,,"大日本地名辞書","郡",
1067,"東彼杵郡",3,1,,,,,"大日本地名辞書","郡",
1068,"東牟婁郡",3,1,,,,,"大日本地名辞書","郡",
1069,"東頸城郡",3,1,,,,,"大日本地名辞書","郡",
1070,"桃生郡",3,1,,,,,"大日本地名辞書","郡",
1071,"藤津郡",3,1,,,,,"大日本地名辞書","郡",
1072,"得粒",3,1,,,,,"大日本地名辞書","郡",
1073,"苫前",3,1,,,,,"大日本地名辞書","郡",
1074,"苫前郡",3,1,,,,,"大日本地名辞書","郡",
1075,"苫田郡",3,1,,,,,"大日本地名辞書","郡",
1076,"敦賀郡",3,1,,,,,"大日本地名辞書","郡",
1077,"那珂郡",3,1,,,,,"大日本地名辞書","郡",
1078,"那賀郡",3,1,,,,,"大日本地名辞書","郡",
1079,"那須郡",3,1,,,,,"大日本地名辞書","郡",
1080,"那覇",3,1,,,,,"大日本地名辞書","郡",
1081,"内郡",3,1,,,,,"大日本地名辞書","郡",
1082,"南宇和郡",3,1,,,,,"大日本地名辞書","郡",
1083,"南河内郡",3,1,,,,,"大日本地名辞書","郡",
1084,"南会津郡",3,1,,,,,"大日本地名辞書","郡",
1085,"南葛城郡",3,1,,,,,"大日本地名辞書","郡",
1086,"南葛飾郡",3,1,,,,,"大日本地名辞書","郡",
1087,"南蒲原郡",3,1,,,,,"大日本地名辞書","郡",
1088,"南巨麻郡",3,1,,,,,"大日本地名辞書","郡",
1089,"南魚沼郡",3,1,,,,,"大日本地名辞書","郡",
1090,"南埼玉郡",3,1,,,,,"大日本地名辞書","郡",
1091,"南秋田郡",3,1,,,,,"大日本地名辞書","郡",
1092,"南諸県郡",3,1,,,,,"大日本地名辞書","郡",
1093,"南条郡",3,1,,,,,"大日本地名辞書","郡",
1094,"南足立郡",3,1,,,,,"大日本地名辞書","郡",
1095,"南村山郡",3,1,,,,,"大日本地名辞書","郡",
1096,"南多摩",3,1,,,,,"大日本地名辞書","郡",
1097,"南置賜郡",3,1,,,,,"大日本地名辞書","郡",
1098,"南津軽郡",3,1,,,,,"大日本地名辞書","郡",
1099,"南那珂郡",3,1,,,,,"大日本地名辞書","郡",
1100,"二戸郡",3,1,,,,,"大日本地名辞書","郡",
1101,"日光",3,1,,,,,"大日本地名辞書","郡",
1102,"日高郡",3,1,,,,,"大日本地名辞書","郡",
1103,"日置郡",3,1,,,,,"大日本地名辞書","郡",
1104,"日田郡",3,1,,,,,"大日本地名辞書","郡",
1105,"日本橋区",3,1,,,,,"大日本地名辞書","郡",
1106,"日野郡",3,1,,,,,"大日本地名辞書","郡",
1107,"入間郡",3,1,,,,,"大日本地名辞書","郡",
1108,"忍路郡",3,1,,,,,"大日本地名辞書","郡",
1109,"能義郡",3,1,,,,,"大日本地名辞書","郡",
1110,"能登郡",3,1,,,,,"大日本地名辞書","郡",
1111,"能美郡",3,1,,,,,"大日本地名辞書","郡",
1112,"白糠郡",3,1,,,,,"大日本地名辞書","郡",
1113,"白老郡",3,1,,,,,"大日本地名辞書","郡",
1114,"粕屋郡",3,1,,,,,"大日本地名辞書","郡",
1115,"幡多郡",3,1,,,,,"大日本地名辞書","郡",
1116,"幡豆郡",3,1,,,,,"大日本地名辞書","郡",
1117,"八重山",3,1,,,,,"大日本地名辞書","郡",
1118,"八女郡",3,1,,,,,"大日本地名辞書","郡",
1119,"八束郡",3,1,,,,,"大日本地名辞書","郡",
1120,"八代郡",3,1,,,,,"大日本地名辞書","郡",
1121,"八頭郡",3,1,,,,,"大日本地名辞書","郡",
1122,"板野郡",3,1,,,,,"大日本地名辞書","郡",
1123,"飯石郡",3,1,,,,,"大日本地名辞書","郡",
1124,"飯南郡",3,1,,,,,"大日本地名辞書","郡",
1125,"磐井郡",3,1,,,,,"大日本地名辞書","郡",
1126,"磐田郡",3,1,,,,,"大日本地名辞書","郡",
1127,"磐梨郡",3,1,,,,,"大日本地名辞書","郡",
1128,"比企郡",3,1,,,,,"大日本地名辞書","郡",
1129,"飛騨谷",3,1,,,,,"大日本地名辞書","郡",
1130,"簸川郡",3,1,,,,,"大日本地名辞書","郡",
1131,"美国郡",3,1,,,,,"大日本地名辞書","郡",
1132,"美禰郡",3,1,,,,,"大日本地名辞書","郡",
1133,"美嚢郡",3,1,,,,,"大日本地名辞書","郡",
1134,"美濃郡",3,1,,,,,"大日本地名辞書","郡",
1135,"美馬郡",3,1,,,,,"大日本地名辞書","郡",
1136,"美方郡",3,1,,,,,"大日本地名辞書","郡",
1137,"稗貫郡",3,1,,,,,"大日本地名辞書","郡",
1138,"標津郡",3,1,,,,,"大日本地名辞書","郡",
1139,"氷見郡",3,1,,,,,"大日本地名辞書","郡",
1140,"氷上郡",3,1,,,,,"大日本地名辞書","郡",
1141,"浜益郡",3,1,,,,,"大日本地名辞書","郡",
1142,"浜名郡",3,1,,,,,"大日本地名辞書","郡",
1143,"不破郡",3,1,,,,,"大日本地名辞書","郡",
1144,"婦負郡",3,1,,,,,"大日本地名辞書","郡",
1145,"富士郡",3,1,,,,,"大日本地名辞書","郡",
1146,"敷香支庁区",3,1,,,,,"大日本地名辞書","郡",
1147,"浮羽郡",3,1,,,,,"大日本地名辞書","郡",
1148,"附説",3,1,,,,,"大日本地名辞書","郡",
1149,"武儀郡",3,1,,,,,"大日本地名辞書","郡",
1150,"武庫郡",3,1,,,,,"大日本地名辞書","郡",
1151,"平鹿郡",3,1,,,,,"大日本地名辞書","郡",
1152,"閉伊郡",3,1,,,,,"大日本地名辞書","郡",
1153,"碧海郡",3,1,,,,,"大日本地名辞書","郡",
1154,"宝飯郡",3,1,,,,,"大日本地名辞書","郡",
1155,"芳賀郡",3,1,,,,,"大日本地名辞書","郡",
1156,"豊浦郡",3,1,,,,,"大日本地名辞書","郡",
1157,"豊原支庁区",3,1,,,,,"大日本地名辞書","郡",
1158,"豊多摩郡",3,1,,,,,"大日本地名辞書","郡",
1159,"豊田郡",3,1,,,,,"大日本地名辞書","郡",
1160,"豊能郡",3,1,,,,,"大日本地名辞書","郡",
1161,"飽海郡",3,1,,,,,"大日本地名辞書","郡",
1162,"飽託郡",3,1,,,,,"大日本地名辞書","郡",
1163,"鳳至郡",3,1,,,,,"大日本地名辞書","郡",
1164,"北宇和郡",3,1,,,,,"大日本地名辞書","郡",
1165,"北河内郡",3,1,,,,,"大日本地名辞書","郡",
1166,"北会津郡",3,1,,,,,"大日本地名辞書","郡",
1167,"北葛城郡",3,1,,,,,"大日本地名辞書","郡",
1168,"北葛飾郡",3,1,,,,,"大日本地名辞書","郡",
1169,"北蒲原郡",3,1,,,,,"大日本地名辞書","郡",
1170,"北巨麻郡",3,1,,,,,"大日本地名辞書","郡",
1171,"北魚沼郡",3,1,,,,,"大日本地名辞書","郡",
1172,"北郡",3,1,,,,,"大日本地名辞書","郡",
1173,"北埼玉郡",3,1,,,,,"大日本地名辞書","郡",
1174,"北秋田郡",3,1,,,,,"大日本地名辞書","郡",
1175,"北諸県郡",3,1,,,,,"大日本地名辞書","郡",
1176,"北足立郡",3,1,,,,,"大日本地名辞書","郡",
1177,"北村山郡",3,1,,,,,"大日本地名辞書","郡",
1178,"北多摩郡",3,1,,,,,"大日本地名辞書","郡",
1179,"北津軽郡",3,1,,,,,"大日本地名辞書","郡",
1180,"北豊島郡",3,1,,,,,"大日本地名辞書","郡",
1181,"北牟婁郡",3,1,,,,,"大日本地名辞書","郡",
1182,"幌泉郡",3,1,,,,,"大日本地名辞書","郡",
1183,"幌別郡",3,1,,,,,"大日本地名辞書","郡",
1184,"本吉郡",3,1,,,,,"大日本地名辞書","郡",
1185,"本郷区",3,1,,,,,"大日本地名辞書","郡",
1186,"本山",3,1,,,,,"大日本地名辞書","郡",
1187,"本所区",3,1,,,,,"大日本地名辞書","郡",
1188,"本巣郡",3,1,,,,,"大日本地名辞書","郡",
1189,"麻植郡",3,1,,,,,"大日本地名辞書","郡",
1190,"麻布区",3,1,,,,,"大日本地名辞書","郡",
1191,"霧食郡",3,1,,,,,"大日本地名辞書","郡",
1192,"名賀郡",3,1,,,,,"大日本地名辞書","郡",
1193,"名好支庁区",3,1,,,,,"大日本地名辞書","郡",
1194,"名取郡",3,1,,,,,"大日本地名辞書","郡",
1195,"名西郡",3,1,,,,,"大日本地名辞書","郡",
1196,"名東郡",3,1,,,,,"大日本地名辞書","郡",
1197,"明石郡",3,1,,,,,"大日本地名辞書","郡",
1198,"網走郡",3,1,,,,,"大日本地名辞書","郡",
1199,"木田郡",3,1,,,,,"大日本地名辞書","郡",
1200,"目梨郡",3,1,,,,,"大日本地名辞書","郡",
1201,"紋別郡",3,1,,,,,"大日本地名辞書","郡",
1202,"耶麻郡",3,1,,,,,"大日本地名辞書","郡",
1203,"野洲郡",3,1,,,,,"大日本地名辞書","郡",
1204,"野付郡",3,1,,,,,"大日本地名辞書","郡",
1205,"勇払郡",3,1,,,,,"大日本地名辞書","郡",
1206,"揖宿郡",3,1,,,,,"大日本地名辞書","郡",
1207,"揖斐郡",3,1,,,,,"大日本地名辞書","郡",
1208,"揖保郡",3,1,,,,,"大日本地名辞書","郡",
1209,"有珠郡",3,1,,,,,"大日本地名辞書","郡",
1210,"有田郡",3,1,,,,,"大日本地名辞書","郡",
1211,"有馬郡",3,1,,,,,"大日本地名辞書","郡",
1212,"由利郡",3,1,,,,,"大日本地名辞書","郡",
1213,"邑楽郡",3,1,,,,,"大日本地名辞書","郡",
1214,"邑久郡",3,1,,,,,"大日本地名辞書","郡",
1215,"邑智郡",3,1,,,,,"大日本地名辞書","郡",
1216,"雄勝郡",3,1,,,,,"大日本地名辞書","郡",
1217,"夕張郡",3,1,,,,,"大日本地名辞書","郡",
1218,"余市郡",3,1,,,,,"大日本地名辞書","郡",
1219,"与謝郡",3,1,,,,,"大日本地名辞書","郡",
1220,"様似郡",3,1,,,,,"大日本地名辞書","郡",
1221,"葉栗郡",3,1,,,,,"大日本地名辞書","郡",
1222,"養父郡",3,1,,,,,"大日本地名辞書","郡",
1223,"養老郡",3,1,,,,,"大日本地名辞書","郡",
1224,"洛東",3,1,,,,,"大日本地名辞書","郡",
1225,"利根郡",3,1,,,,,"大日本地名辞書","郡",
1226,"利尻郡",3,1,,,,,"大日本地名辞書","郡",
1227,"留萌郡",3,1,,,,,"大日本地名辞書","郡",
1228,"礼文郡",3,1,,,,,"大日本地名辞書","郡",
1229,"鈴鹿郡",3,1,,,,,"大日本地名辞書","郡",
1230,"露西亜領",3,1,,,,,"大日本地名辞書","郡",
1231,"和賀郡",3,1,,,,,"大日本地名辞書","郡",
1232,"和気郡",3,1,,,,,"大日本地名辞書","郡",
1233,"亘理郡",3,1,,,,,"大日本地名辞書","郡",
1234,"巖手郡",3,1,,,,,"大日本地名辞書","郡",
1235,"檜山郡",3,1,,,,,"大日本地名辞書","郡",
1236,"礪波郡",3,1,,,,,"大日本地名辞書","郡",
1237,"蘆品郡",3,1,,,,,"大日本地名辞書","郡",
1238,"邇摩郡",3,1,,,,,"大日本地名辞書","郡",
